spanish|7cebde70f02c1ed68cc1354135b4fcca1d9a3d582804f584b9ab9ba281902bae|perro
spanish|df60496168a23fc61c17059f38efca9c9ed3fc33144db8e313f7f279cd2eda09|gato
spanish|be46615fccf95c5b1ae2071f90bfff650aa7519526f9ced4bb74c54b686b6c03|oso
spanish|47f577418bff59867ae11f5583c29d33664920ed52d9713ac6710e117de75e7e|león
spanish|0f05ece70106d45699d9217408faef0ef79c962fa953029f584cf46699d3455a|pato
spanish|1be1aa9e8015834c13736b5c6cc6a45eabbfb452e3583be7d41e55c92b0e3581|caballo
spanish|fd35f3803cc66507796b4a75d2c67ab893f9e25da3132f66fd34d5e47a261307|el gato
spanish|ea747a0a90a0b1084c58511a8f384e9cee48dfc5526e8a7069ae76a538cc72ec|un oso
spanish|03c5a6c604e2e66e14034625d5193480fac0e46b698a473d5ee327a54792ecb1|un león
spanish|d7c1e9e216ffa757c7788dac995e666d937ac51bb0703872c256b4b78fbcd268|el pato
spanish|a953fff1542f379226e7bf14b336803f557da4f868335535bf0e212baf5ad1f6|un caballo
spanish|787a71468d36a51e3a3c18c4f67b1d98c87ff43c0ff599757b190d386021b482|el perro
spanish|a422fc6d7571bcde62d2499da164bdc839dd7338b900545733731b068981f609|Es un caballo
spanish|884d79a25c9e913a72c49caa14e29e6ab1bb7a34b42d93d4250d35ea117fb28e|Max es un perro
spanish|bfd554a3c8f7bf8cc33d7664e3fc25955266a72d179ee2cc1ccc98491b2f9682|Un pato y un caballo
spanish|e4cb0d417c7fb80188f03fa2c71a3615310bce041cc46cb23fb92816fe7d75cc|pan
spanish|525030eedc708fac5baedfcf633f1bc8b87fecd8f5b0002429c92b6b2450faf2|leche
spanish|76fc7b73c6388e0d7dd698573d5a760a408e9c3ae4e7b53f1872e731000e9f9c|pasta
spanish|732bc73f737caa7da7615d6ea544f6b705071699be926ad99681d9eaf4b752dd|pareja
spanish|3a0435799c6d59a5b30600cd8f4514f044c566b492a3a42cfd48f88ba8399244|el pan
spanish|dafaaf408547a8004bd718a10ad33ca6ee5ab0af212eed79e92ba05f63c48282|la leche
spanish|32d5f41e65ceeca9b196be048f57d5786eb6b12e14718c594e372efc7db20eef|la pasta
spanish|3732f6ba87647d0987360e6a190dc797b26b6c7df03d97d4ccb972c59c5c6f8b|la pareja
spanish|3e36f06d1b96775b047f36586bfc06f933e11a5b3981ceaba171c1981e197a2a|Buen provecho
spanish|0b1bdc0dc3de689ffdd2d46a6759a60eb80f4f084b9d4bfb8dc6cd2a6be3721e|Por favor
spanish|b7b4547c297e4ac9d851d2c1f915c0a6361eb2013f2f41999eed659d351848ac|Pan, por favor
spanish|b2a1767e87e0a85d18fa06e8be9039fc9949f9fc71d873f64951fba5a0ea35b4|Agua, por favor
spanish|d514be6a439f4da7ccad3546da2a8dcc7b5288790d79053add681aee77c92a84|Cecilia bebe agua
spanish|96a4e9133cacbd4d4f72a20e347a156538792138739f1be4d2fae70d51dbbc46|La pareja bebe cerveza
spanish|a4968c11c195ff168b266769bee892c00661459365a1bdc62a66a1e8dd4c9417|José come pan
spanish|b0448f201bd76d33ad9e94af545ff3e6bef0a2229cf7379900adb7402f6156b1|Yo como pasta
spanish|50f05ff517851c75447042e3ccbc534b3b0cce08db250473d4fb8ccc9b8a834f|vestido
spanish|aceb4b19e4b586ee1064fad9c364c84bbbe15dca882456fa9e5ff78b389f30c1|camiseta
spanish|8e3e662ec4dd32fad183838f17960f6e9470274a16ebacd4fdc0c3edf5f74084|gorro
spanish|51997900c9d9503eaf14747f2d6780a28e562d6854b996ce8359c0e572d8dc7e|zapatos
spanish|e78369c6d1df8ff193301b0fb1a955f6efec07e76cc1455bef49e8eaee392cd0|camisa
spanish|87aacfcb42489f28b11cb2872900e0c936421ed3cb477ab735fec0087a857481|falda
spanish|f9eed1ce5529687afeb0ac8f65768c0c4ba57ca9d302903707d448de8cbf02be|calcetines
spanish|dc2e90bea69b8f5db7a78ce380dc7786b15307f8557aa0815ca32d7b805e7b3f|el vestido
spanish|664a18210f69dcdd29181c54460202ef7f21ea523e895a57e574a709b3d8068b|la camiseta
spanish|ebf0e51909771e7f712c0202f5ec384bbea8846f28cb757888e0c219f0d81f75|un gorro
spanish|c5ebe9ccd88374ffd5bbed0937aaf8cc081263a0d211e1e84cc2a4fccdca3036|los zapatos
spanish|093c2ed63cf53f0f71dc2f0a70b8c3aafd4182bb0a47a312ac6ec871321dec2c|una camisa
spanish|759b484ae2f7cb533642409f13720be475f51df4f16f900a0c5d01135dad913f|la falda
spanish|3039666601b25c068be538f7c02cc825446b74e164c68339738ca002b4e61d0e|los calcetines
spanish|ae7d9fe1b343bfa962c824eccd175fee01f84917da58e41bc82d8a1d7be3d069|¡Me gusta!
spanish|b285879860e82422d5c82dd5d3f9fa332d3eed039a7c8d502d9d48cead02af17|¿Cuánto cuesta?
spanish|b851079ed8b32cda4013492f2099f7a9221145df5c09ead295b363c3c12ee59d|Gracias
spanish|b0906027f4cda1e77383b1adf4ac319ff79ab81f5ac11797bdbf7e779e3c2091|El vestido es bonito
spanish|63f5a0685cbb61f6e8ac554d61c52985fde152c5bae2f04ea525a36a1702e56f|Los zapatos son grandes
spanish|eda6b5b905ab6d2906c122e6fefa82309dc5f654f0573c04fd56013ae1a41497|La camiseta es grande
spanish|8e971ac767888190368efe5f2579c4d922ec4cf33765a231799810ec1dfaf3de|La falda es pequeña
